ID,cluster,Tema_Cluster,ementa detalhada
11517,16,Direito Civil e Processual Civil,"Altera a Lei nº 9.610, de 1998."
11521,12,Direito Penal e Processual Penal,Altera a Lei nº 14.129 de 2021.
11561,45,Direitos Humanos e Minorias,"Altera a Lei nº 9.537, de 1997."
11568,7,Finanças Públicas e Orçamento,Altera as Leis nº 4.502 de 1964 e 10.865 de 2004.
11601,32,Direito e Defesa do Consumidor,"Altera a Lei nº 4.737, de 1965."
11607,28,Direitos Humanos e Minorias,Altera a Lei nº 12.527 de 2011.
11632,25,Finanças Públicas e Orçamento,Altera a Lei nº 5.662 de 1971.
11637,16,Direito Civil e Processual Civil,Altera a Lei nº 11.340 de 2006.
11643,0,Trabalho e Emprego,Altera a Lei nº 7.498 de 1986.
11650,36,Finanças Públicas e Orçamento,Altera as Leis nº 13.709 de 2018 e 9.615 de 1998.
11652,26,Direitos Humanos e Minorias,Altera as Leis nº 8.989 de 1995 e 8.383 de 1991.
11653,38,Direitos Humanos e Minorias,Altera a Lei nº  9.427 de 1996.
11683,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
11694,19,Direito e Defesa do Consumidor,Altera as Leis nº 10.522 de 2002 e 13.988 de 2020.
11706,35,Direitos Humanos e Minorias,Alter a Lei nº 5.537 de 1968.
11711,26,Direitos Humanos e Minorias,Altera a Lei nº 8.213 de 1991.
11727,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
11778,31,Defesa e Segurança,Alteras as Leis nº 8.429 de 1992 e 12.846 de 2013.
11782,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
11800,30,Finanças Públicas e Orçamento,Altera a Lei nº 9.503 de 1997.
11837,15,Direitos Humanos e Minorias,Altera a Lei nº 8.036 de 1990.
11842,38,Direitos Humanos e Minorias,Altera a Lei nº 8.069 de 1990.
11847,30,Finanças Públicas e Orçamento,Altera o Decreto-Lei nº 201 de 1967.
11885,16,Direito Civil e Processual Civil,"Altera a Lei nº 10.205, de 2001."
11888,26,Direitos Humanos e Minorias,Altera a Lei nºº 12.587 de 2012.
11894,35,Direitos Humanos e Minorias,Estabelece o prazo de cinco anos para a prescrição das multas administrativas previstas no Estatuto.
11895,35,Direitos Humanos e Minorias,"Altera o Decreto-lei nº 5.452, de 1943."
11900,19,Direito e Defesa do Consumidor,Trata também da possibilidade de uso do FGTS em financiamento habitacional contraído fora do Sistema Financeiro de Habitação (SFH).
11921,7,Finanças Públicas e Orçamento,Altera a Lei n º 10.820 de 2003.
11933,16,Direito Civil e Processual Civil,Altera a Lei nº 9.250 de 1995.
11957,1,Direito Civil e Processual Civil,Possibilita o uso de recursos do Fundo Nacional de Segurança Pública em prol da segurança viária.
11958,45,Direitos Humanos e Minorias,"Altera Lei nº 8.072, de 1990."
12028,30,Finanças Públicas e Orçamento,"Altera p Decreto-lei nº 3.689, de 3 de outubro de 1941."
12036,41,Direito Penal e Processual Penal,"Altera a Lei nº 13.105, de 16 de Março de 2015."
12134,29,Direitos Humanos e Minorias,"Altera a Lei nº 13.756, de 12 de Dezembro de 2018."
12145,10,Direito Civil e Processual Civil,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002."
12160,16,Direito Civil e Processual Civil,"Altera a Lei nº 9.250, de 26 de Dezembro de 1995."
12180,34,Direito Penal e Processual Penal,"Altera a Lei nº 13.105, de 16 de março de 2015."
12187,15,Direitos Humanos e Minorias,"Altera a Lei nº 14.899, de 17 de junho de 2024."
12189,48,Viação,"Altera a Lei nº 8.989, de 24 de fevereiro de 1995, Lei nº 7.713, de 22 de dezembro de 1988."
12190,0,Trabalho e Emprego,"Altera a Lei nº 14.751, de 12 de dezembro de 2023."
12201,42,Direitos Humanos e Minorias,"Altera a Lei nº 4.878, de 3 de dezembro de 1965, Decreto-lei nº 667, de 2 de julho de 1969, Lei nº 14.751, de 12 de dezembro de 2023, Lei nº 13.022, de 8 de agosto de 2014."
12202,15,Direitos Humanos e Minorias,"Altera a Lei nº 1.521, de 26 de dezembro de 1951."
12219,38,Direitos Humanos e Minorias,"Altera o Decreto-lei nº 3.689, de 3 de outubro de 1941"
12223,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
12224,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
12225,14,Trabalho e Emprego,"Altera a Lei nº 9.503, de 23 de setembro de 1997."
12227,25,Finanças Públicas e Orçamento,"Altera a Lei nº 14.790, de 29 de dezembro de 2023

."
12239,15,Direitos Humanos e Minorias,"Altera a Lei nº 14.751, de 12 de Dezembro de 2023."
12251,36,Finanças Públicas e Orçamento,"Altera a Lei nº 8.080, de 19 de setembro de 1990."
12256,15,Direitos Humanos e Minorias,"Altera a Lei nº 12.732, de 22 de novembro de 2012."
12317,49,Direito Civil e Processual Civil,Altera o Decreto-lei nº 5.452 de 1943.
12336,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
12337,45,Direitos Humanos e Minorias,"Altera a Lei nº 8.009, de 29 de março de 1990."
12367,17,Comunicações,"Altera a Lei nº 12.965, de 23 de abril de 2014."
12387,39,Direito Penal e Processual Penal,"Altera a Lei nº 4.117, de 27 de Agosto de 1962."
12391,34,Direito Penal e Processual Penal,"Altera a Lei nº 10.741, de 1º de Outubro de 2003."
12398,16,Direito Civil e Processual Civil,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940."
12403,33,Direito e Defesa do Consumidor,"Altera a Lei nº 8.072, de 25 de Julho de 1990, o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940, e a Lei nº 10.826, de 22 de Dezembro de 2003."
12404,36,Finanças Públicas e Orçamento,"Altera o Decreto-Lei nº 227, de 28 de Fevereiro de 1967."
12410,35,Direitos Humanos e Minorias,"Altera a Lei nº 2.848, de 7 de dezembro de 1940."
12420,26,Direitos Humanos e Minorias,"Altera a Lei nº 7.210, de 11 d ejulho de 1984."
12428,32,Direito e Defesa do Consumidor,"Alteração na Lei nº 9.472, de 16 de Julho de 1997."
12435,17,Comunicações,"Altera a Lei nº 12.965, de 23 de abril de 2014."
12448,25,Finanças Públicas e Orçamento,Altera a Lei nº 14.751 de 2023
12460,35,Direitos Humanos e Minorias,"Altera a Lei nº 13146, de 6 de julho de 2015."
12484,45,Direitos Humanos e Minorias,Revoga a Lei nº 13.165 de 2015.
12504,32,Direito e Defesa do Consumidor,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002 e a Lei nº 10.741, de 1º de Outubro de 2003."
12519,38,Direitos Humanos e Minorias,"Altera a Lei n. 6.404, de 15 de dezembro de 1976, Lei n. 11.033, de 21 de dezembro de 2004, Lei n. 14.430, de 3 de agosto de 2022."
12523,26,Direitos Humanos e Minorias,"Altera a Lei nº 8.069, de 13 de Julho de 1990 e a Lei nº 12.965, de 23 de Abril de 2014."
12551,47,Direitos Humanos e Minorias,"Altera a Lei nº 14.133, de 1º de abril de 2021."
12562,1,Direito Civil e Processual Civil,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002, e a Lei nº 4.591, de 16 de Dezembro de 1964"
12585,1,Direito Civil e Processual Civil,Altera o Decreto-Lei nº 2848/1940 e a Lei nº 9279/1996.
12618,49,Direito Civil e Processual Civil,Altera o Código-lei nº 2.848 de 1940.
12620,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
12633,43,Meio Ambiente e Desenvolvimento Sustentável,Alter a Lei nº 9.504 de 1997.
12656,47,Direitos Humanos e Minorias,Altera o Decreto-lei nº 5.452 de 1943 e a Lei nº 8.213 de 1991.
12661,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 9.605 de 1998.
12671,32,Direito e Defesa do Consumidor,Altera a Lei nº 4.947 de 1966.
12682,16,Direito Civil e Processual Civil,"Altera a Lei nº 10.406, de 10 de Janeiro de 2002"
12697,35,Direitos Humanos e Minorias,Altera a Lei nº 14.973 de 2024.
12735,34,Direito Penal e Processual Penal,"Altera a Lei nº 9.503, de 23 de Setembro de 1997."
12738,47,Direitos Humanos e Minorias,Altera a Lei nº 8.001de 1990.
12749,0,Trabalho e Emprego,"Altera a Lei nº 13.105, de 16 de março de 2015."
12772,16,Direito Civil e Processual Civil,"Altera a Lei nº 14.790, de 29 de Dezembro de 2023."
12781,30,Finanças Públicas e Orçamento,"Altera a Lei nº 7.565, de 19 de dezembro de 1986."
12782,13,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996."
12802,41,Direito Penal e Processual Penal,"Altera a Lei nº 12.965, de 23 de abril de 2014."
12819,8,Direito Penal e Processual Penal,Altera a Lei nº 12.850 de de 2013 e o Decreto-lei nº 2.848 de 1940.
12825,8,Direito Penal e Processual Penal,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940."
12828,40,Direito e Defesa do Consumidor,"Altera a Lei nº 11.771, de 17 de Setembro de 2008."
12830,16,Direito Civil e Processual Civil,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940."
12832,7,Finanças Públicas e Orçamento,"Altera a Lei nº 10.098, de 19 de Dezembro de 2000 e a Lei nº 13.146, de 6 de Julho de 2015."
12840,8,Direito Penal e Processual Penal,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940."
12860,2,Defesa e Segurança,Altera a lei nº 8.906 de 1994.
12872,12,Direito Penal e Processual Penal,"Altera a Lei nº 9.985, de 18 de Julho de 2000 e a Lei nº 9.605, de 12 de Fevereiro de 1998."
12877,8,Direito Penal e Processual Penal,"Altera a Lei nº 9.472, de 16 de Julho de 1997."
12886,0,Trabalho e Emprego,Altera a Lei nº 14.701 de 2023.
12889,22,Educação,Altera a Lei nº 5070 dem 1966.
12914,19,Direito e Defesa do Consumidor,Altera a Lei nº 8072/1990.
12920,41,Direito Penal e Processual Penal,Altera a Lei nº 8.069 de 1990.
12946,15,Direitos Humanos e Minorias,Altera a Lei nº 7.713 de 1988.
12949,41,Direito Penal e Processual Penal,Altera a Lei nº 6.938  de 1981.
12951,16,Direito Civil e Processual Civil,Altera o Decreto nº. 3.689 de 1941.
12965,6,Finanças Públicas e Orçamento,Altera a Lei Federal nº 9.393 de 1996.
13010,47,Direitos Humanos e Minorias,"Altera a Lei nº 13.146, de 6 de julho de 2015; Lei nº 12.764, de 27 de dezembro de 2012, Lei nº 4.737, de 15 de julho de 1965; Lei nº 9.096, de 19 de setembro de 1995"
13016,2,Defesa e Segurança,Altera a Lei nº 9.782  de 1999.
13019,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-lei 5.452 de 1943.
13021,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-lei 5.452 de 1943.
13062,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
13073,0,Trabalho e Emprego,Altera a Lei nº 8.987 de 1995.
13080,0,Trabalho e Emprego,Altera as Leis nº 9.430 de 1996 e 12.973 de 2014.
13084,39,Direito Penal e Processual Penal,Altera a Lei nº 8.072 de 1990.
13087,42,Direitos Humanos e Minorias,Altera a Lei nº 9.394 de 1996.
13104,39,Direito Penal e Processual Penal,Altera as Leis nº 14.790 de 2023 e 13.756 de  2018.
13109,0,Trabalho e Emprego,"Altera o Decreto-Lei nº 227, de 28 de fevereiro de 1967."
13130,40,Direito e Defesa do Consumidor,Altera as Leis nº 5.821 de 1972; 12.086 de 2009 e 14.751 de 2023.
13131,36,Finanças Públicas e Orçamento,"Altera as Leis nº 13.675 de 2018; 9.266 de 1996, 14.735 de 2023; 14.751 de 2023 e 13.022 de 2014."
13168,39,Direito Penal e Processual Penal,Altera a Lei nº 14.790 de 2023.
13178,16,Direito Civil e Processual Civil,"Altera a Lei nº 13.431, de 4 de Abril de 2017."
13196,34,Direito Penal e Processual Penal,"Altera a Lei nº 8.989, de 24 de Fevereiro de 1995."
13201,12,Direito Penal e Processual Penal,"Altera a Lei nº 11.771, de 17 de setembro de 2008."
13211,34,Direito Penal e Processual Penal,Altera o Decreto-lei 2.848 de 1940.
13277,19,Direito e Defesa do Consumidor,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940 e a Lei nº 9.504, de 30 de Setembro de 1997."
13311,29,Direitos Humanos e Minorias,Altera a Lei nº 12.850 de 2013.
13327,49,Direito Civil e Processual Civil,"Altera a Lei nº 14.790, de 2023."
13451,25,Finanças Públicas e Orçamento,Altera a Lei nº 12.340 de 2010.
13495,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-lei nº5.452 de 1943.
13497,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
13498,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
13515,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 9.605 de 1998.
13525,29,Direitos Humanos e Minorias,Altera o Decreto-lei nº 2-848 de 1940.
13667,34,Direito Penal e Processual Penal,Altera o Decreto-lei 2.848 de 1940.
13670,34,Direito Penal e Processual Penal,Altera o Decreto-lei nº 3.688 de 1941.
13728,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 7.7713 de 1988.
13730,7,Finanças Públicas e Orçamento,Altera a Lei nº 7.713 de 1988.
13747,7,Finanças Públicas e Orçamento,Altera a Lei nº 7.713 de 1988.
13753,7,Finanças Públicas e Orçamento,Altera a Lei nº 7.713 de 1988.
13766,36,Finanças Públicas e Orçamento,"Altera a Lei nº 1.079, de 10 de abril de 1950."
13879,36,Finanças Públicas e Orçamento,"Altera a Lei nº 8.935, de 18 de novembro de 1994."
13902,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 9.605 de 1998.
13912,12,Direito Penal e Processual Penal,Altera a o Decreto-lei nº 2.848 de 1940.
13932,41,Direito Penal e Processual Penal,Altera a Lei nº 8.069 de 1990.
13941,35,Direitos Humanos e Minorias,Altera a Lei nº 13.431 de 2017.
13951,42,Direitos Humanos e Minorias,Altera as Leis nº 11.196 de 2005 e 11.488 de 2007.
13952,26,Direitos Humanos e Minorias,Altera a Lei nº 9.504 de 1997.
13955,8,Direito Penal e Processual Penal,Altera a Lei nº 14.597 de 2023.
14020,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1941.
14037,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-lei 5.452 de 1943.
14040,25,Finanças Públicas e Orçamento,"Altera as Leis nº 6.015 de 1973, nº 8.069 de 1190, nº 8.213 de 1991, nº 8.112 de 1190, nº 9.029 de 1995, nº 7.716 de 1989 e os Decretos-lei nº 2.848 de 1940, nº 1.001 de 1969, nº 3.689 de 1941 e nº 5.452 de 1943."
14044,29,Direitos Humanos e Minorias,"Altera o Decreto-lei nº 2.848, 7 de dezembro de 1940."
14049,14,Trabalho e Emprego,"Altera a Lei n º 9.608, de 18 de fevereiro de 1998."
14052,35,Direitos Humanos e Minorias,Alter a Lei nº 14.601 de 2023.
14064,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
14098,20,Direitos Humanos e Minorias,Altera a Lei nº 8.742 de 1993.
14101,30,Finanças Públicas e Orçamento,Altera as Leis nº 8.036 de 1990 e 8.212 de 1991.
14129,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
14134,12,Direito Penal e Processual Penal,Altera a Lei nº 7.210 de 1984 e o Decreto-lei nº 3.689 fde 1941.
14157,36,Finanças Públicas e Orçamento,Altera a Lei nº 12.232de 2010.
14184,45,Direitos Humanos e Minorias,Altera a Lei nº13.146 de 2015.
14192,41,Direito Penal e Processual Penal,Altera o Decreto-Lei nº 2.848 de 1940.
14194,29,Direitos Humanos e Minorias,Altera os Decreto-lei 2.848 de 1940 e 3.689 de 1941.
14201,0,Trabalho e Emprego,Altera a Lei nº 9.279 de 1996.
14234,49,Direito Civil e Processual Civil,Altera a Lei nº 8.078 de 1190.
14235,8,Direito Penal e Processual Penal,Altera a Lei nº 14.597 de 2023.
14237,36,Finanças Públicas e Orçamento,Altera a Lei nº 4.502 de 1964.
14256,36,Finanças Públicas e Orçamento,Altera a Lei nº 9.250 de 1995.
14277,43,Meio Ambiente e Desenvolvimento Sustentável,Revoga as Leis nº 12.838 de 2013 e 14.467 de 2022.
14280,47,Direitos Humanos e Minorias,Altera a Lei nº de 10.438 de 2002.
14282,36,Finanças Públicas e Orçamento,Altera as Lei nº 11.959 de 2009 e 9.605 de 1998.
14285,21,Saúde,"Altera a Lei nº 9.656, de 3 de junho de 1998."
14288,29,Direitos Humanos e Minorias,"Altera a Lei nº 6.009, de 26 de dezembro de 1973."
14293,15,Direitos Humanos e Minorias,"Altera a Lei nº 13.693, de 10 de julho de 2018."
14327,16,Direito Civil e Processual Civil,Altera a Lei nº 13.105 de 2015.
14331,45,Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940."
14346,13,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996."
14367,34,Direito Penal e Processual Penal,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940; Lei nº 8.072, de 25 julho de 1990; Lei nº 12.694, de 24 de julho de 2012; Lei nº 13.709, de 14 de agosto de 2018."
14440,0,Trabalho e Emprego,Altera a Lei nº 8.313 de 1991.
14449,12,Direito Penal e Processual Penal,"Altera a Lei nº 10.406, de 10 de janeiro de 2002."
14467,16,Direito Civil e Processual Civil,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940."
14469,47,Direitos Humanos e Minorias,Altera a Lei nº. 8.069 de 1990.
14500,20,Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940."
14505,48,Viação,"Altera a Lei nº 8.213, de 24 de julho de 1991."
14518,26,Direitos Humanos e Minorias,Altera a Lei nº 9.504 de 1997.
14524,43,Meio Ambiente e Desenvolvimento Sustentável,Altera as Leis nº 9.503 de 1997 e 12.305 de 2010.
14540,30,Finanças Públicas e Orçamento,"Altera a Lei nº 6.932, de 7 de Julho de 1981."
14581,26,Direitos Humanos e Minorias,Altera o Decreto-lei nº 37 de 1966.
14584,28,Direitos Humanos e Minorias,Altera a Lei nº 9.265 de 1996.
14643,45,Direitos Humanos e Minorias,Altera a Lei nº 12.114 de 2009.
14711,16,Direito Civil e Processual Civil,"Altera a Lei nº 7.713, de 22 de Dezembro de 1988, e a Lei nº 9.430, de 27 de Dezembro de 1996."
14721,33,Direito e Defesa do Consumidor,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940, e a Lei nº 8.072, de 25 de Julho de 1990."
14724,16,Direito Civil e Processual Civil,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940."
14749,38,Direitos Humanos e Minorias,"Altera o Decreto-lei nº 288, de 28 de fevereiro de 1967."
14753,4,Educação,Altera a Lei nº 9.394 de 1996.
14780,8,Direito Penal e Processual Penal,"Altera a Lei nº 6.830, de 22 de setembro de 1980."
14812,34,Direito Penal e Processual Penal,"Altera a Lei nº 8.072, de 25 de Julho de 1990."
14813,29,Direitos Humanos e Minorias,"Altera a Lei nº 12.340, de 1º de Dezembro de 2010; a Lei nº 9.605, de 12 de Fevereiro de 1998, e a Lei nº 9.985, de 18 de Julho de 2000."
14814,7,Finanças Públicas e Orçamento,"Altera a Lei nº 13.709, de 14 de Agosto de 2018."
14815,47,Direitos Humanos e Minorias,"Altera a Lei nº 8.036, de 11 de maio, de 1990 e a Lei nº 8.212, de 24 de julho de 1991."
14817,16,Direito Civil e Processual Civil,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940 e a Lei nº 7.210, de 11 de julho, de 1984."
14823,44,Educação,"Altera a Lei nº 14.238, de 19 de novembro de 2021."
14824,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
14825,15,Direitos Humanos e Minorias,"Altera a Lei nº 10.741, de 1º de outubro de 2003 e a Lei nº 13.146, de 6 de julho de 2015"
14826,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
14828,13,Educação,"Altera a Lei nº 9.394, de 20 de dezembro de 1996."
14845,45,Direitos Humanos e Minorias,"Altera a Lei nº 11.340, de 7 de agosto de 2006."
14863,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
14908,41,Direito Penal e Processual Penal,"Altera o Decreto-Lei nº 2.848, de 7 de Dezembro de 1940."
14911,41,Direito Penal e Processual Penal,"Altera a Lei nº 13.105, de 16 de Março de 2015."
14960,7,Finanças Públicas e Orçamento,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940."
15008,19,Direito e Defesa do Consumidor,"Altera a Lei nº 9.250, de 26 de Dezembro de 1995."
15040,0,Trabalho e Emprego,"Altera o Decreto-lei nº 2.848, de 7 de dezembro de 1940, a Lei nº 10.741, de 1 de outubro de 2003."
15100,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 9.605 de 1998.
15166,20,Direitos Humanos e Minorias,"Altera a Lei nº 10.973, de 2 de dezembro de 2004."
15172,42,Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940."
15197,8,Direito Penal e Processual Penal,"Altera a Lei nº 12.850, de 2 de Agosto de 2013."
15209,37,Energia,"Altera a Lei nº 9.991, de 24 de julho de 2000."
15211,39,Direito Penal e Processual Penal,"Altera a Lei nº 11.340, de 7 de Agosto de 2006."
15213,44,Educação,"Altera a Lei nº 9.427, de 26 de dezembro de 1996."
15222,29,Direitos Humanos e Minorias,"Altera a Lei nº 14.026, de 15 de julho de 2020."
15223,41,Direito Penal e Processual Penal,Altera o Decreto-Lei nº 2.848 de 1940.
15236,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-Lei nº 5.452 de 1943.
15241,45,Direitos Humanos e Minorias,"Altera a Lei nº 11.340, de 7 de agosto de 2006."
15260,43,Meio Ambiente e Desenvolvimento Sustentável,"Altera a Lei nº 8.001, de 13 de março de 1990."
15265,26,Direitos Humanos e Minorias,"Altera a Lei nº 9.074, de 7 de julho de 1995, Lei nº 9.427, de 26 de dezembro de 1996"
15282,35,Direitos Humanos e Minorias,Altera a Lei nº 13.848 de 2019.
15283,39,Direito Penal e Processual Penal,Altera a Lei nº 9.427 de 1996.
15287,45,Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 e a Lei nº 8.072, de 25 de julho de 1990."
15313,17,Comunicações,"Altera a Lei nº 12.715, de 17 de setembro de 2012."
15321,43,Meio Ambiente e Desenvolvimento Sustentável,Altera o Decreto-lei 5.452 de 1943.
15356,26,Direitos Humanos e Minorias,Altera o Decreto-lei nº 791 de 1969.
15359,20,Direitos Humanos e Minorias,"Altera a Lei nº 9.503, de 23 de setembro de 1997 e o Decreto-Lei nº 791, de 27 de agosto de 1969."
15362,34,Direito Penal e Processual Penal,Altera as Lei nº 12.605 de 2014 e 8.078 de 1990.
15364,10,Direito Civil e Processual Civil,Altera a Lei nº 10.406 de 2002.
15365,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
15370,25,Finanças Públicas e Orçamento,"Altera a Lei nº 9.394, de 1996."
15371,42,Direitos Humanos e Minorias,"Altera a Lei nº 10.216, de 2001."
15375,45,Direitos Humanos e Minorias,"Altera a Lei nº 14.228, de 20 de outubro de 2021."
15435,0,Trabalho e Emprego,"Altera as Leis nº 13.594, de 5 de janeiro de 2018, Lei nº 8.685, de 20 de julho de 1993."
15440,6,Finanças Públicas e Orçamento,"Altera a Lei nº 9.394, de 20 de dezembro de 1996."
15450,1,Direito Civil e Processual Civil,"Altera o Decreto-Lei nº 3.689, de 1941."
15454,10,Direito Civil e Processual Civil,"Altera a Lei nº 12.587, de 2012."
15455,48,Viação,Altera a Lei nº 9.503 de 1997.
15476,0,Trabalho e Emprego,Altera a Lei nº 11.442 de 2007.
15487,6,Finanças Públicas e Orçamento,"Altera a Lei nº 7.716, de 5 de janeiro de 1989."
15491,43,Meio Ambiente e Desenvolvimento Sustentável,Altera a Lei nº 12.305 de 2010.
15494,6,Finanças Públicas e Orçamento,"Altera a Lei nº 13.496, de 24 de outubro de 2017."
15500,15,Direitos Humanos e Minorias,Altera a Lei nº 7.713 de 1988.
15522,45,Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 2.848,  de 7 de dezembro de 1940."
15524,25,Finanças Públicas e Orçamento,"Altera a Lei nº 10.409, de 10 de janeiro de 2002."
15541,41,Direito Penal e Processual Penal,Altera a Lei nº 8.069 de 1990.
15542,16,Direito Civil e Processual Civil,Altera a Lei nº 13.105 de 2015.
15554,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
15588,19,Direito e Defesa do Consumidor,Altera a Lei nº 11.343 de 2006.
15592,15,Direitos Humanos e Minorias,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, Lei nº 5.537, de 21 de novembro de 1968, Lei nº 8.142, de 28 de dezembro de 1990."
15629,0,Trabalho e Emprego,"Altera o art. 5º da Lei nº 5.662, de 21 de junho de 1971, Altera o art. 10 da Lei nº 8.429, de 2 de junho de 1992, Altera o art. 1º da Lei Complementar nº 105, de 10 de janeiro de 2001."
15635,43,Meio Ambiente e Desenvolvimento Sustentável,"Altera o art. 13 da Lei nº 10.438, de 26 de abril de 2002"
15641,34,Direito Penal e Processual Penal,"Acrescenta §7º ao art. 960 da Lei 13.105, de 16 de março de 2015."
15670,26,Direitos Humanos e Minorias,"Altera o art. 3º do Decreto-Lei nº 1.578, de 11 de outubro de 1977."
15853,26,Direitos Humanos e Minorias,"Altera a Lei nº 9.250, de 26 de dezembro de 1995."
15863,6,Finanças Públicas e Orçamento,Altera a Lei nº 9.503 de 1997.
15920,48,Viação,Altera as Lei  nº 7.990 de 1989 e 9.648 de 1998.
15924,8,Direito Penal e Processual Penal,"Revoga dispositivo da Lei nº 10.865, de 2004. Revoga a Lei nº 14.784, de 2023."
15938,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
15998,41,Direito Penal e Processual Penal,"Altera a Lei nº 13.105, de 16 de Março de 2015."
16014,30,Finanças Públicas e Orçamento,Altera a Lei nº  8.069 de 1990.
16019,48,Viação,Altera as Leis nº 4.119 de 1962 e 5.766 dev 1971.
16027,45,Direitos Humanos e Minorias,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940."
16060,13,Educação,Altera a Lei nº 80.80 de 1990.
16072,6,Finanças Públicas e Orçamento,"Altera a  Lei nº 7.998, de 11 de janeiro de 1990."
16080,1,Direito Civil e Processual Civil,Altera a Lei nº 14.300 de 2022.
16101,21,Saúde,"Altera o art. 10 da Lei nº 9.656, de 3 junho de 1998."
16119,30,Finanças Públicas e Orçamento,Altera a Lei nº 9.503 de 1997.
16224,30,Finanças Públicas e Orçamento,Altera a Lei nº 8.429 de 1992.
16249,19,Direito e Defesa do Consumidor,Altera a Lei nº 8.078 de 1990.
16256,47,Direitos Humanos e Minorias,Altera a Lei nº 8.742 de 1993.
16319,8,Direito Penal e Processual Penal,Altera o Decreto-lei nº 2.848 de 1940.
16349,41,Direito Penal e Processual Penal,Trata de crime de furto e receptação de cabos óticos e de energia.
16352,16,Direito Civil e Processual Civil,"Revoga dispositivos das Leis nºs 556, de 1850 e 10.406, de 2002."
